t,private_company,public_company,sum,,,,,,,,
2024-03-04,485677,282931,768608,,,,,,,,
2024-03-05,485677,283040,768717,,,,,,,,
2024-03-06,485677,283040,768717,,,,,,,,
2024-03-07,485677,283040,768717,,,,,,,,
2024-03-08,485677,283040,768717,,,,,,,,
2024-03-09,485677,283040,768717,,,,,,,,
2024-03-10,485677,295040,780717,,,,,,,,
2024-03-11,485677,295040,780717,,,,,,,,
2024-03-12,485677,295040,780717,,,,,,,,
2024-03-13,485677,295040,780717,,,,,,,,
2024-03-14,485677,295040,780717,,,,,,,,
2024-03-15,485677,295040,780717,,,,,,,,
2024-03-16,485677,295040,780717,,,,,,,,
2024-03-17,485677,295040,780717,,,,,,,,
2024-03-18,485677,295040,780717,,,,,,,,
2024-03-19,485677,304286,789963,,,,,,,,
2024-03-20,485677,304286,789963,,,,,,,,
2024-03-21,485081,304286,789367,,,,,,,,
2024-03-22,485081,304286,789367,,,,,,,,
2024-03-23,485081,304286,789367,,,,,,,,
2024-03-24,485081,304286,789367,,,,,,,,
2024-03-25,485081,304286,789367,,,,,,,,
2024-03-26,485081,304286,789367,,,,,,,,
2024-03-27,485081,304286,789367,,,,,,,,
2024-03-28,485081,304297,789378,,,,,,,,
2024-03-29,485081,304297,789378,,,,,,,,
2024-03-30,485081,304297,789378,,,,,,,,
2024-03-31,485081,306822,791903,,,,,,,,
2024-04-01,493970,306822,800792,,,,,,,,
2024-04-02,493970,306822,800792,,,,,,,,
2024-04-03,493970,306822,800792,,,,,,,,
2024-04-04,493970,306822,800792,,,,,,,,
2024-04-05,493970,306822,800792,,,,,,,,
2024-04-06,493970,306822,800792,,,,,,,,
2024-04-07,493970,306822,800792,,,,,,,,
2024-04-08,493970,306822,800792,,,,,,,,
2024-04-09,493970,306822,800792,,,,,,,,
2024-04-10,493970,306822,800792,,,,,,,,
2024-04-11,493970,306822,800792,,,,,,,,
2024-04-12,493970,306822,800792,,,,,,,,
2024-04-13,493970,306822,800792,,,,,,,,
2024-04-14,493970,306822,800792,,,,,,,,
2024-04-15,493970,306822,800792,,,,,,,,
2024-04-16,493970,306822,800792,,,,,,,,
2024-04-17,493970,306822,800792,,,,,,,,
2024-04-18,493970,306822,800792,,,,,,,,
2024-04-19,493970,306822,800792,,,,,,,,
2024-04-20,493970,306822,800792,,,,,,,,
2024-04-21,493970,306822,800792,,,,,,,,
2024-04-22,493970,306822,800792,,,,,,,,
2024-04-23,493970,306920,800890,,,,,,,,
2024-04-24,493970,306920,800890,,,,,,,,
2024-04-25,492655,306920,799575,,,,,,,,
2024-04-26,492655,306920,799575,,,,,,,,
2024-04-27,492655,306920,799575,,,,,,,,
2024-04-28,492655,306920,799575,,,,,,,,
2024-04-29,492655,307042,799697,,,,,,,,
2024-04-30,492655,308708,801363,,,,,,,,
2024-05-01,492655,308708,801363,,,,,,,,
2024-05-02,492654,308708,801362,,,,,,,,
2024-05-03,492654,308708,801362,,,,,,,,
2024-05-04,492654,308708,801362,,,,,,,,
2024-05-05,492654,308708,801362,,,,,,,,
2024-05-06,492654,308707,801361,,,,,,,,
2024-05-07,492654,308707,801361,,,,,,,,
2024-05-08,492654,308707,801361,,,,,,,,
2024-05-09,492654,308707,801361,,,,,,,,
2024-05-10,492654,308727,801381,,,,,,,,
2024-05-11,492654,308727,801381,,,,,,,,
2024-05-12,492654,308727,801381,,,,,,,,
2024-05-13,492654,308727,801381,,,,,,,,
2024-05-14,492654,308727,801381,,,,,,,,
2024-05-15,492656,308727,801383,,,,,,,,
2024-05-16,492656,308727,801383,,,,,,,,
2024-05-17,492657,308727,801384,,,,,,,,
2024-05-18,492657,308727,801384,,,,,,,,
2024-05-19,492657,308727,801384,,,,,,,,
2024-05-20,492657,308727,801384,,,,,,,,
2024-05-21,492155,308727,800882,,,,,,,,
2024-05-22,492155,308727,800882,,,,,,,,
2024-05-23,492155,308727,800882,,,,,,,,
2024-05-24,492155,308727,800882,,,,,,,,
2024-05-25,492155,308727,800882,,,,,,,,
2024-05-26,492155,308727,800882,,,,,,,,
2024-05-27,492155,308727,800882,,,,,,,,
2024-05-28,492155,309308,801463,,,,,,,,
2024-05-29,492155,309308,801463,,,,,,,,
2024-05-30,492155,309308,801463,,,,,,,,
2024-05-31,492155,310560,802715,,,,,,,,
2024-06-01,492155,310560,802715,,,,,,,,
2024-06-02,492155,310560,802715,,,,,,,,
2024-06-03,492155,310560,802715,,,,,,,,
2024-06-04,492155,310560,802715,,,,,,,,
2024-06-05,492155,310560,802715,,,,,,,,
2024-06-06,492155,310807,802962,,,,,,,,
2024-06-07,492155,310807,802962,,,,,,,,
2024-06-08,492155,310807,802962,,,,,,,,
2024-06-09,492155,310807,802962,,,,,,,,
2024-06-10,492155,310807,802962,,,,,,,,
2024-06-11,492155,310830,802985,,,,,,,,
2024-06-12,492155,310830,802985,,,,,,,,
2024-06-13,492155,310830,802985,,,,,,,,
2024-06-14,492155,310830,802985,,,,,,,,
2024-06-15,492155,310830,802985,,,,,,,,
2024-06-16,492155,310830,802985,,,,,,,,
2024-06-17,492155,310830,802985,,,,,,,,
2024-06-18,491705,310830,802535,,,,,,,,
2024-06-19,491705,310830,802535,,,,,,,,
2024-06-20,491705,322761,814466,,,,,,,,
2024-06-21,491705,322761,814466,,,,,,,,
2024-06-22,491705,322761,814466,,,,,,,,
2024-06-23,491705,322761,814466,,,,,,,,
2024-06-24,491705,322761,814466,,,,,,,,
2024-06-25,491705,322761,814466,,,,,,,,
2024-06-26,491705,322761,814466,,,,,,,,
2024-06-27,491705,322761,814466,,,,,,,,
2024-06-28,491705,322761,814466,,,,,,,,
2024-06-29,491705,322761,814466,,,,,,,,
2024-06-30,491705,324583,816288,,,,,,,,
2024-07-01,491705,324603,816308,,,,,,,,
2024-07-02,491705,324603,816308,,,,,,,,
2024-07-03,491705,324603,816308,,,,,,,,
2024-07-04,491705,324603,816308,,,,,,,,
2024-07-05,491719,324603,816322,,,,,,,,
2024-07-06,491719,324603,816322,,,,,,,,
2024-07-07,491719,324603,816322,,,,,,,,
2024-07-08,491719,324645,816364,,,,,,,,
2024-07-09,491719,324645,816364,,,,,,,,
2024-07-10,491719,324686,816405,,,,,,,,
2024-07-11,491719,324686,816405,,,,,,,,
2024-07-12,491719,324686,816405,,,,,,,,
2024-07-13,491719,324686,816405,,,,,,,,
2024-07-14,491719,324686,816405,,,,,,,,
2024-07-15,491719,324686,816405,,,,,,,,
2024-07-16,489033,324708,813741,,,,,,,,
2024-07-17,440377,324708,765085,,,,,,,,
2024-07-18,440377,324912,765289,,,,,,,,
2024-07-19,440377,324912,765289,,,,,,,,
2024-07-20,440377,324912,765289,,,,,,,,
2024-07-21,440458,324912,765370,,,,,,,,
2024-07-22,440458,324934,765392,,,,,,,,
2024-07-23,440458,324934,765392,,,,,,,,
2024-07-24,440458,325934,766392,,,,,,,,
2024-07-25,430242,327398,757640,,,,,,,,
2024-07-26,430242,327425,757667,,,,,,,,
2024-07-27,430242,327425,757667,,,,,,,,
2024-07-28,430242,327425,757667,,,,,,,,
2024-07-29,430242,327425,757667,,,,,,,,
2024-07-30,430243,327425,757668,,,,,,,,
2024-07-31,383014,328458,711472,,,,,,,,
2024-08-01,383014,328627,711641,,,,,,,,
2024-08-02,383014,328627,711641,,,,,,,,
2024-08-03,383014,328627,711641,,,,,,,,
2024-08-04,383014,328627,711641,,,,,,,,
2024-08-05,383014,328679,711693,,,,,,,,
2024-08-06,383014,328679,711693,,,,,,,,
2024-08-07,383014,328679,711693,,,,,,,,
2024-08-08,396279,328679,724958,,,,,,,,
2024-08-09,396279,328679,724958,,,,,,,,
2024-08-10,396279,328679,724958,,,,,,,,
2024-08-11,396279,328679,724958,,,,,,,,
2024-08-12,396279,328679,724958,,,,,,,,
2024-08-13,396279,328736,725015,,,,,,,,
2024-08-14,396279,333736,730015,,,,,,,,
2024-08-15,396279,333736,730015,,,,,,,,
2024-08-16,396279,333736,730015,,,,,,,,
2024-08-17,396279,333736,730015,,,,,,,,
2024-08-18,396279,333736,730015,,,,,,,,
2024-08-19,396279,333736,730015,,,,,,,,
2024-08-20,396279,333793,730072,,,,,,,,
2024-08-21,396279,333793,730072,,,,,,,,
2024-08-22,396279,333793,730072,,,,,,,,
2024-08-23,396279,333793,730072,,,,,,,,
2024-08-24,396279,333793,730072,,,,,,,,
2024-08-25,396279,333793,730072,,,,,,,,
2024-08-26,396279,333876,730155,,,,,,,,
2024-08-27,396279,333876,730155,,,,,,,,
2024-08-28,396279,333876,730155,,,,,,,,
2024-08-29,396279,333872,730151,,,,,,,,
2024-08-30,396279,333872,730151,,,,,,,,
2024-08-31,396279,335725,732004,,,,,,,,
2024-09-01,396279,335725,732004,,,,,,,,
2024-09-02,396279,335725,732004,,,,,,,,
2024-09-03,404564,335725,740289,,,,,,,,
2024-09-04,404564,335725,740289,,,,,,,,
2024-09-05,404564,335725,740289,,,,,,,,
2024-09-06,404564,335725,740289,,,,,,,,
2024-09-07,404564,335725,740289,,,,,,,,
2024-09-08,404564,335725,740289,,,,,,,,
2024-09-09,404564,335725,740289,,,,,,,,
2024-09-10,404564,335763,740327,,,,,,,,
2024-09-11,404564,335763,740327,,,,,,,,
2024-09-12,404564,335763,740327,,,,,,,,
2024-09-13,404564,354063,758627,,,,,,,,
2024-09-14,404564,354318,758882,,,,,,,,
2024-09-15,404564,354318,758882,,,,,,,,
2024-09-16,404564,354318,758882,,,,,,,,
2024-09-17,404564,354318,758882,,,,,,,,
2024-09-18,404564,354318,758882,,,,,,,,
2024-09-19,403299,354318,757617,,,,,,,,
2024-09-20,403299,361738,765037,,,,,,,,
2024-09-21,403299,361738,765037,,,,,,,,
2024-09-22,403299,361738,765037,,,,,,,,
2024-09-23,403299,361738,765037,,,,,,,,
2024-09-24,403299,361738,765037,,,,,,,,
2024-09-25,403301,361738,765039,,,,,,,,
2024-09-26,403301,361738,765039,,,,,,,,
2024-09-27,403301,361738,765039,,,,,,,,
2024-09-28,403301,361738,765039,,,,,,,,
2024-09-29,403301,361738,765039,,,,,,,,
2024-09-30,403301,361232,764533,,,,,,,,
2024-10-01,403301,361340,764641,,,,,,,,
2024-10-02,403301,361982,765283,,,,,,,,
2024-10-03,403301,362414,765715,,,,,,,,
2024-10-04,403301,362414,765715,,,,,,,,
2024-10-05,403301,362414,765715,,,,,,,,
2024-10-06,403301,362414,765715,,,,,,,,
2024-10-07,403301,362523,765824,,,,,,,,
2024-10-08,403301,362523,765824,,,,,,,,
2024-10-09,403301,362523,765824,,,,,,,,
2024-10-10,403301,362523,765824,,,,,,,,
2024-10-11,403301,362632,765933,,,,,,,,
2024-10-12,403301,362632,765933,,,,,,,,
2024-10-13,403301,362632,765933,,,,,,,,
2024-10-14,403301,362632,765933,,,,,,,,
2024-10-15,403301,362739,766040,,,,,,,,
2024-10-16,403301,363166,766467,,,,,,,,
2024-10-17,403301,363166,766467,,,,,,,,
2024-10-18,403301,363166,766467,,,,,,,,
2024-10-19,403301,363166,766467,,,,,,,,
2024-10-20,403301,363166,766467,,,,,,,,
2024-10-21,403301,363166,766467,,,,,,,,
2024-10-22,403301,363166,766467,,,,,,,,
2024-10-23,403301,363166,766467,,,,,,,,
