t,treasuries,gold,loans_and_private_equity,private_credit,treasuries_7dma,gold_7dma,loans_and_private_equity_7dma,private_credit_7dma
2021-07-04,4195548.927,414357088.6,0.0001,25970789.63,3876181.102,409286303.8,0.0001,25344189.32
2021-07-05,4196183.757,413055428.7,0.0001,25707335.24,3973993.753,410207341.1,0.0001,25487930.55
2021-07-06,4180074.578,411959945.1,0.0001,25749342.5,4050728.484,410665260.7,0.0001,25656294.22
2021-07-07,4333908.571,412202863.2,0.0001,25698026.61,4149065.912,411388176.3,0.0001,25783153.99
2021-07-08,4194529.759,411885126.2,0.0001,25604532.67,4215651.539,412313130.3,0.0001,25819452.36
2021-07-09,4471618.753,413332916.1,0.0001,25469906.5,4253641.473,412939412.2,0.0001,25736278.51
2021-07-10,4453354.147,411634634.3,0.0001,26223851.93,4289316.927,412632571.7,0.0001,25774826.44
2021-07-11,4462943.724,416809791.4,0.0001,26137768.52,4327516.184,412982957.9,0.0001,25798680.57
2021-07-12,4441839.808,416417969,0.0001,26081251.67,4362609.906,413463320.8,0.0001,25852097.2
2021-07-13,4737759.873,415833174,0.0001,26095081.22,4442279.234,414016639.2,0.0001,25901488.45
2021-07-14,4821294.496,416051058.7,0.0001,26407216.31,4511905.794,414566381.4,0.0001,26002801.26
2021-07-15,4816992.77,416157785.6,0.0001,26331866.93,4600829.082,415176761.3,0.0001,26106706.15
2021-07-16,4967628.975,417970521.4,0.0001,26282547.23,4671687.685,415839276.3,0.0001,26222797.69
2021-07-17,4959771.849,418827498.6,0.0001,26333273.52,4744033.071,416866828.4,0.0001,26238429.34
2021-07-18,4973013.185,414415228.7,0.0001,26569463.63,4816900.137,416524748,0.0001,26300100.07
2021-07-19,4967033.689,408375487.6,0.0001,26568110.51,4891927.834,415375822.1,0.0001,26369651.34
2021-07-20,4967257.519,405270556.2,0.0001,26580388.16,4924713.212,413866876.7,0.0001,26438980.9
2021-07-21,5002832.627,406274767.4,0.0001,26426989.03,4950647.231,412470263.6,0.0001,26441805.57
2021-07-22,4970602.503,405468691.7,0.0001,26506075.55,4972591.478,410943250.2,0.0001,26466692.52
2021-07-23,4597462.672,406740142.4,0.0001,26267949.72,4919710.578,409338910.4,0.0001,26464607.16
2021-07-24,4602155.963,407974400.9,0.0001,25981230.83,4868622.594,407788467.8,0.0001,26414315.35
2021-07-25,4707418.131,409748479.9,0.0001,25909191.71,4830680.443,407121789.4,0.0001,26319990.79
2021-07-26,4708478.119,409151945.6,0.0001,25928153.89,4793743.933,407232712,0.0001,26228568.41
2021-07-27,4708285.566,408518693.7,0.0001,25745875.32,4756747.94,407696731.7,0.0001,26109352.29
2021-07-28,4968116.22,409847755.6,0.0001,25989912.9,4751788.453,408207158.5,0.0001,26046912.85
2021-07-29,5057348.794,410212079.5,0.0001,25854814.36,4764180.781,408884785.4,0.0001,25953875.53
2021-07-30,5405597.964,411208100.7,0.0001,26548689.29,4879628.68,409523065.1,0.0001,25993981.19
2021-07-31,5391067.091,408448513.8,0.0001,26714279.94,4992330.269,409590795.5,0.0001,26098702.49
2021-08-01,5387110.681,409588637.2,0.0001,26618880.4,5089429.205,409567960.9,0.0001,26200086.59
2021-08-02,5402613.965,409811778.6,0.0001,26579573.64,5188591.469,409662222.7,0.0001,26293146.55
2021-08-03,5406851.075,414236401.3,0.0001,26507754.44,5288386.541,410479038.1,0.0001,26401986.42
2021-08-04,5406367.585,421369093,0.0001,26611232.81,5350993.879,412124943.4,0.0001,26490746.41
2021-08-05,4870676.864,421667004.5,0.0001,26326018.78,5324326.461,413761361.3,0.0001,26558061.33
2021-08-06,5452876.348,423463140.3,0.0001,26128572.71,5331080.516,415512081.2,0.0001,26498044.67
2021-08-07,5820720.477,419212073.6,0.0001,27216487.24,5392459.571,417049732.6,0.0001,26569788.57
2021-08-08,5821949.954,423472027.9,0.0001,27657801.22,5454579.467,419033074.2,0.0001,26718205.83
2021-08-09,5883310.579,430393813,0.0001,27773063,5523250.412,421973364.8,0.0001,26888704.31
2021-08-10,6243935.74,429801052.4,0.0001,27832423.09,5642833.935,424196886.4,0.0001,27077942.69
2021-08-11,6246410.885,429584694,0.0001,28384139.69,5762840.121,425370543.7,0.0001,27331215.1
2021-08-12,6167044.66,431779904,0.0001,28305791.49,5948035.52,426815243.6,0.0001,27614039.78
2021-08-13,6144563.253,432954549,0.0001,28441487.16,6046847.935,428171159.1,0.0001,27944456.13
2021-08-14,6067693.517,432470354.9,0.0001,28418569.33,6082129.798,430065199.3,0.0001,28116182.14
2021-08-15,6151268.292,435241870.3,0.0001,28442060.92,6129175.275,431746605.4,0.0001,28228219.24
2021-08-16,6132611.015,432816689.7,0.0001,28481982.36,6164789.623,432092730.6,0.0001,28329493.43
2021-08-17,6056083.2,427737362.9,0.0001,28435923.86,6137953.546,431797917.8,0.0001,28415707.83
2021-08-18,5561433.041,427789991.2,0.0001,28453046.81,6040099.568,431541531.7,0.0001,28425551.7
2021-08-19,5540235.895,434048366.3,0.0001,27898465.38,5950555.459,431865597.8,0.0001,28367362.26
2021-08-20,5550954.055,431531025.6,0.0001,28718289.15,5865754.145,431662237.3,0.0001,28406905.4
2021-08-21,5578295.275,440262639.9,0.0001,28503557.35,5795840.11,432775420.8,0.0001,28419046.55
2021-08-22,6678879.278,437586248.6,0.0001,28551339.44,5871213.108,433110332,0.0001,28434657.76
2021-08-23,6695285.822,438895575.3,0.0001,29967762.04,5951595.224,433978744.3,0.0001,28646912
2021-08-24,6696990.591,446723338.2,0.0001,29662476.75,6043153.422,436691026.4,0.0001,28822133.85
2021-08-25,6711459.877,447052620.7,0.0001,29574635.08,6207442.97,439442830.7,0.0001,28982360.74
2021-08-26,6511216.812,450632035.2,0.0001,49765526.37,6346154.53,441811926.2,0.0001,32106226.6
2021-08-27,6516807.063,492490883.4,0.0001,49781999.77,6484133.531,450520477.3,0.0001,35115328.11
2021-08-28,6507313.96,503028348,0.0001,50723670.68,6616850.486,459487007.1,0.0001,38289630.02
2021-08-29,6520032.599,493970930.1,0.0001,50722036.29,6594158.103,467541961.6,0.0001,41456872.43
2021-08-30,6534916.167,495929768.7,0.0001,50685712.06,6571248.153,475689703.5,0.0001,44416579.57
2021-08-31,6526464.607,495211716.5,0.0001,50721734.14,6546887.298,482616614.7,0.0001,47425044.91
2021-09-01,7695451.349,495763043.3,0.0001,52396315.11,6687457.508,489575246.5,0.0001,50685284.92
2021-09-02,7674859.701,496322453.8,0.0001,53752268.55,6853692.207,496102449.1,0.0001,51254819.51
2021-09-03,7660135.787,491026192.5,0.0001,51423104.78,7017024.881,495893207.6,0.0001,51489263.09
2021-09-04,7021769.595,480778253.9,0.0001,51544979.87,7090518.544,492714622.7,0.0001,51606592.97
2021-09-05,7029994.843,480975168.3,0.0001,51425589.04,7163370.293,490858085.3,0.0001,51707100.51
2021-09-06,7023829.01,484326687.2,0.0001,51353890.71,7233214.985,489200502.2,0.0001,51802554.6
2021-09-07,7037277.178,482016612.8,0.0001,51461549.29,7306188.209,487315487.4,0.0001,51908242.48
2021-09-08,7279971.458,481396793.8,0.0001,51159445.77,7246833.939,485263166,0.0001,51731546.86
2021-09-09,7357658.407,487673792,0.0001,51205283.51,7201519.468,484027642.9,0.0001,51367691.85
2021-09-10,7346300.911,486340816.2,0.0001,51461585.86,7156685.915,483358303.5,0.0001,51373189.15
2021-09-11,7463716.654,485812220,0.0001,51405150.78,7219821.209,484077441.5,0.0001,51353213.57
2021-09-12,7443104.372,488300391.2,0.0001,52114772.89,7278836.856,485123901.9,0.0001,51451668.4
2021-09-13,7401703.687,489121255,0.0001,51912499.87,7332818.952,485808840.1,0.0001,51531469.71
2021-09-14,7420328.019,487411824.8,0.0001,52059882.83,7387540.501,486579584.7,0.0001,51616945.93
2021-09-15,7414739.884,489121777.3,0.0001,52404432.7,7406793.133,487683153.8,0.0001,51794801.21
2021-09-16,7407466.97,487931028,0.0001,52494119.13,7413908.642,487719901.8,0.0001,51978920.58
2021-09-17,7447188.863,479807039.5,0.0001,57805369.91,7428321.207,486786505.1,0.0001,52885175.44
2021-09-18,7551780.311,478398370.8,0.0001,65041897.71,7440901.729,485727383.8,0.0001,54833282.15
2021-09-19,7550010.191,486481961.5,0.0001,67073516.17,7456173.989,485467608.1,0.0001,56970245.47
2021-09-20,7535564.993,487623692.6,0.0001,68064216.97,7475297.033,485253670.6,0.0001,59277633.63
2021-09-21,8342117.01,482373240.1,0.0001,67696793.94,7606981.175,484533872.8,0.0001,61511478.08
2021-09-22,8587633.763,491166881.3,0.0001,68958383.54,7774537.443,484826030.5,0.0001,63876328.2
2021-09-23,8567648.501,486337552.5,0.0001,68553599.19,7940277.662,484598391.2,0.0001,66170539.63
2021-09-24,8537063.51,486792001.1,0.0001,68534971.61,8095974.04,485596242.8,0.0001,67703339.88
2021-09-25,8561896.985,480821695.1,0.0001,68554763.49,8240276.422,485942432,0.0001,68205177.84
2021-09-26,8581012.102,474003261.5,0.0001,68875021.86,8387562.409,484159760.6,0.0001,68462535.8
2021-09-27,8564200.656,475749894.4,0.0001,68586142.65,8534510.361,482463503.7,0.0001,68537096.61
2021-09-28,8583108.191,480482905.3,0.0001,68427359.86,8568937.673,482193455.9,0.0001,68641463.17
2021-09-29,8585147.935,489339452.6,0.0001,68946991.43,8568582.554,481932394.6,0.0001,68639835.73
2021-09-30,8543978.714,489667009.2,0.0001,68853694.74,8565201.156,482408031.3,0.0001,68682706.52
2021-10-01,8585773.307,482829674.6,0.0001,68888895.78,8572159.699,481841984.7,0.0001,68733267.12
2021-10-02,8571614.954,488969325.4,0.0001,68602045.54,8573547.98,483005931.9,0.0001,68740021.69
2021-10-03,8561029.278,487618820.4,0.0001,71569616.7,8570693.291,484951011.7,0.0001,69124963.81
2021-10-04,8564499.302,490274307,0.0001,71565451.52,8570735.954,487025927.8,0.0001,69550579.37
2021-10-05,8549572.509,492712904.5,0.0001,71796136.74,8565945.143,488773070.5,0.0001,70031833.21
2021-10-06,8509710.599,491441831.1,0.0001,71956889.6,8555168.38,489073410.3,0.0001,70461818.66
2021-10-07,8608724.266,492988700.3,0.0001,71119909.07,8564417.745,489547937.6,0.0001,70785563.56
2021-10-08,8624399.63,491753925.7,0.0001,71341040.33,8569935.791,490822830.6,0.0001,71135869.93
2021-10-09,8622463.965,484038984.6,0.0001,71494636.48,8577199.936,490118496.2,0.0001,71549097.21
2021-10-10,8598190.161,486370287.1,0.0001,71620073.51,8582508.633,489940134.3,0.0001,71556305.32
2021-10-11,8613484.878,486013416,0.0001,71591766.38,8589506.573,489331435.6,0.0001,71560064.59
2021-10-12,8620692.008,481361294.3,0.0001,71625478.94,8599666.501,487709777,0.0001,71535684.9
