t,fed_rate,FEDFUNDS,aave APY V2,AAVE APY V3,Comp V2 APY,Comp V3 APY,Morpho P2P APY,Borrow Rate wstETH,Borrow Rate BTC,defi_rate,margin_rate
2023-02-10,4.57,,1.9313,1.05823,2.62844,2.46938,2.50674907,,,2.118819814,1.01
2023-02-11,4.57,,1.90913,1.35111,2.61529,2.40754,2.544227663,,,2.165459533,1.01
2023-02-12,4.57,,1.85342,1.47719,2.58644,2.39469,2.415779492,,,2.145503898,1.01
2023-02-13,4.57,,2.08764,1.24523,2.3202,2.19971,2.555083605,,,2.081572721,1.01
2023-02-14,4.57,,2.21314,1.71585,2.31456,2.20051,2.660421985,,,2.220896397,1.01
2023-02-15,4.57,,2.00794,1.88962,2.42872,2.22692,2.697848509,,,2.250209702,1.01
2023-02-16,4.57,,2.04182,2.00243,2.69936,2.35155,2.515484257,,,2.322128851,2.44
2023-02-17,4.57,,1.66457,1.92538,2.79678,2.21792,2.395527481,,,2.200035496,2.68
2023-02-18,4.57,,1.78117,1.54773,2.83623,1.4961,2.228991352,,,1.97804427,1.01
2023-02-19,4.57,,1.79432,1.95834,2.84259,1.53005,2.262934482,,,2.077646896,1.55
2023-02-20,4.57,,1.82102,2.04867,2.61536,1.63,2.273085753,,,2.077627151,4.38
2023-02-21,4.57,,1.92935,2.14632,2.7072,1.65051,2.358449227,,,2.158365845,2.76
2023-02-22,4.57,,2.01044,2.04761,2.64282,1.85083,2.423974714,,,2.195134943,1.84
2023-02-23,4.57,,2.11175,2.14809,2.6372,1.86741,2.513558765,,,2.255601753,3.89
2023-02-24,4.57,,1.95686,1.96046,2.61826,1.88049,2.528811446,,,2.188976289,1.01
2023-02-25,4.57,,1.97127,1.83693,2.65209,1.83077,2.446130484,,,2.147438097,1.01
2023-02-26,4.57,,1.99329,2.0019,2.66425,1.84914,2.419400615,,,2.185596123,1.59
2023-02-27,4.57,,1.97052,2.00604,2.66171,1.86135,2.459915997,,,2.191907199,2.84
2023-02-28,4.57,,1.79475,2.2728,2.77872,1.87252,2.292871139,,,2.202332228,2.21
2023-03-01,4.65,,2.11729,2.27665,2.83614,1.84812,2.548608429,,,2.325361686,2.11
2023-03-02,4.65,,1.92871,2.11839,2.72443,1.85828,2.462908848,,,2.21854377,1.50
2023-03-03,4.65,,2.09814,2.00565,2.52856,1.90959,2.578335785,,,2.224055157,0.69
2023-03-04,4.65,,1.56088,1.9362,2.49153,2.00247,2.449469397,,,2.088109879,0.69
2023-03-05,4.65,,1.52028,1.93045,2.41185,1.99514,2.037041141,,,1.978952228,0.69
2023-03-06,4.65,,1.71762,1.78654,2.35521,1.94402,2.065156576,,,1.973709315,0.69
2023-03-07,4.65,,1.68883,1.8405,2.35554,1.97776,2.189310574,,,2.010388115,0.69
2023-03-08,4.65,,1.42786,1.90456,1.97216,2.01129,2.049200885,,,1.873014177,0.69
2023-03-09,4.65,,1.19705,1.65696,1.89964,2.26971,1.729183272,,,1.750508654,0.69
2023-03-10,4.65,,1.80477,1.82627,1.96463,2.26408,2.019864217,,,1.975922843,0.69
2023-03-11,4.65,,0.98961,0.45335,2.2915,1.76645,2.152106597,,,1.530603319,0.63
2023-03-12,4.65,,1.13351,0.30325,2.5182,1.72803,1.761934056,,,1.488984811,0.62
2023-03-13,4.65,,1.81572,0.82528,3.09931,2.02246,1.926577725,,,1.937869545,0.62
2023-03-14,4.65,,1.47698,1.03616,3.22983,1.99418,2.180435633,,,1.983517127,3.17
2023-03-15,4.65,,1.43786,1.55068,3.17985,1.99634,1.935940879,,,2.020134176,2.73
2023-03-16,4.65,,1.4895,1.31765,3.35894,2.00212,2.059805195,,,2.045603039,1.83
2023-03-17,4.65,,1.38213,1.43826,3.58599,1.93256,2.068722773,,,2.081532555,2.20
2023-03-18,4.65,,1.47371,1.37282,3.39116,1.99249,1.868097695,,,2.019655539,2.48
2023-03-19,4.65,,1.07709,1.40539,3.38746,2.04721,1.800898265,,,1.943609653,2.32
2023-03-20,4.65,,1.45829,1.42419,3.32011,2.07228,1.648384934,,,1.984650987,2.24
2023-03-21,4.65,,1.28171,1.68975,3.55176,2.04605,1.741960106,,,2.062246021,2.35
2023-03-22,4.65,,1.21228,1.78793,3.20671,2.11111,1.748354299,,,2.01327686,3.90
2023-03-23,4.65,,1.21233,1.6473,3.15149,2.08816,1.687465223,,,1.957349045,5.96
2023-03-24,4.65,,1.84048,1.42846,3.20608,2.15912,1.994638607,,,2.125755721,6.05
2023-03-25,4.65,,1.46522,1.65166,3.16233,2.14999,2.205220466,,,2.126884093,6.59
2023-03-26,4.65,,1.42319,1.73471,3.17559,2.08881,1.92370074,,,2.069200148,8.04
2023-03-27,4.65,,1.85648,1.69824,3.10011,2.10264,2.148496811,,,2.181193362,8.51
2023-03-28,4.65,,1.63643,1.60915,3.11404,2.14746,2.073467846,,,2.116109569,6.82
2023-03-29,4.65,,1.92749,1.23576,2.30488,2.18141,2.231794325,,,1.976266865,4.59
2023-03-30,4.65,,1.94492,1.34841,2.40387,2.1656,2.407319011,,,2.054023802,4.30
2023-03-31,4.65,,1.85719,1.3059,2.31957,2.23444,2.349358045,,,2.013291609,8.73
2023-04-01,4.83,,2.05508,1.53382,2.32566,2.22998,2.435951788,,,2.116098358,10.82
2023-04-02,4.83,,2.06518,1.50676,2.24418,2.20328,2.510083288,,,2.105896658,5.61
2023-04-03,4.83,,2.07263,1.66215,2.44533,2.14522,2.524345005,,,2.169935001,4.22
2023-04-04,4.83,,2.01644,1.65961,2.39181,2.13682,2.489855814,,,2.138907163,3.75
2023-04-05,4.83,,1.84184,1.93178,2.04073,2.1224,2.357804184,,,2.058910837,3.61
2023-04-06,4.83,,1.87677,1.97769,1.91009,2.14848,2.307961122,,,2.044198224,4.09
2023-04-07,4.83,,1.96997,1.63919,1.75551,2.18804,2.406717343,,,1.991885469,3.88
2023-04-08,4.83,,1.98729,1.77874,1.74748,2.20189,2.426459866,,,2.028371973,3.19
2023-04-09,4.83,,1.96585,1.81617,1.77926,2.16329,2.438141177,,,2.032542235,3.05
2023-04-10,4.83,,1.74287,1.70714,2.10972,2.13643,2.249569356,,,1.989145871,2.90
2023-04-11,4.83,,1.77041,1.72344,2.51481,2.18918,2.200417185,,,2.079651437,2.82
2023-04-12,4.83,,1.85032,1.87502,2.47317,2.13412,2.312885754,,,2.129103151,3.90
2023-04-13,4.83,,2.27946,2.0233,2.59024,2.40223,2.693155212,,,2.397677042,4.33
2023-04-14,4.83,,2.14615,2.16172,2.58732,2.82028,2.612234376,,,2.465540875,5.37
2023-04-15,4.83,,1.96537,1.89914,2.66122,2.59664,2.524257958,,,2.329325592,3.06
2023-04-16,4.83,,1.98696,1.96776,2.66113,3.35997,2.418619905,,,2.478887981,3.52
2023-04-17,4.83,,1.93708,1.59423,2.78328,4.11431,2.395526982,,,2.564885396,9.90
2023-04-18,4.83,,2.00282,1.8172,2.71513,3.56917,2.42593311,,,2.506050622,7.45
2023-04-19,4.83,,2.35715,2.39334,2.68478,2.57055,2.687299863,,,2.538623973,5.31
2023-04-20,4.83,,2.63249,2.49518,2.6498,3.69592,2.911249829,,,2.876927966,4.83
2023-04-21,4.83,,2.66713,2.41192,2.65016,3.07835,3.037384372,,,2.768988874,8.72
2023-04-22,4.83,,2.69708,2.87098,2.66416,2.53433,3.023825576,,,2.758075115,4.86
2023-04-23,4.83,,2.70482,2.79977,2.58544,2.53622,3.078161842,,,2.740882368,4.81
2023-04-24,4.83,,2.70136,2.94301,2.71041,4.08843,3.102543826,,,3.109150765,3.51
2023-04-25,4.83,,2.62522,2.88715,2.71121,3.8155,3.061109425,,,3.020037885,3.78
2023-04-26,4.83,,2.58336,2.93063,2.76217,3.99059,2.972696151,,,3.04788923,3.69
2023-04-27,4.83,,2.5829,2.66396,2.91763,4.35237,2.976231511,,,3.098618302,3.04
2023-04-28,4.83,,2.94359,2.47537,2.77712,4.21273,3.182685244,,,3.118299049,2.97
2023-04-29,4.83,,2.87942,2.38553,2.77043,4.8957,3.299620841,,,3.246140168,2.91
2023-04-30,4.83,,2.59221,3.03529,2.76249,3.88252,3.143609495,,,3.083223899,2.84
2023-05-01,5.06,,2.96657,2.96878,2.73526,3.2111,3.22236616,,,3.020815232,3.13
2023-05-02,5.06,,2.92813,2.79348,2.68094,2.62667,3.293981763,,,2.864640353,3.53
2023-05-03,5.06,,2.96084,2.82696,2.71258,2.76523,3.29882485,,,2.91288697,3.03
2023-05-04,5.06,,3.01834,2.72451,2.77855,3.71023,3.359397696,,,3.118205539,3.48
2023-05-05,5.06,,2.24706,2.6843,2.79911,2.59083,3.262387166,,,2.716737433,3.60
2023-05-06,5.06,,2.3618,2.45628,2.8057,2.59086,2.756646369,,,2.594257274,3.23
2023-05-07,5.06,,2.34923,2.3112,2.80438,2.5888,2.775549338,,,2.565831868,2.93
2023-05-08,5.06,,3.26454,2.5548,2.74695,3.42143,3.301750618,,,3.057894124,2.69
2023-05-09,5.06,,2.90645,2.78615,2.75074,3.43657,3.356246895,,,3.047231379,2.67
2023-05-10,5.06,,2.97327,2.56407,2.54029,3.35697,3.296405537,,,2.946201107,2.84
2023-05-11,5.06,,3.00429,2.46891,2.51787,4.83841,3.357653942,,,3.237426788,2.84
2023-05-12,5.06,,2.75949,2.50946,2.46769,2.41974,3.22363821,,,2.676003642,2.88
2023-05-13,5.06,,2.76981,2.57356,2.45993,2.3252,3.133789774,,,2.652457955,2.93
2023-05-14,5.06,,2.7728,2.52005,2.46338,2.32406,3.133329319,,,2.642723864,2.92
2023-05-15,5.06,,2.74078,2.57008,2.465,2.30931,3.135573036,,,2.644148607,2.89
2023-05-16,5.06,,2.653,2.57763,2.46652,2.32792,3.044087293,,,2.613831459,2.92
2023-05-17,5.06,,2.63814,2.51051,2.46491,2.33753,3.060987754,,,2.602415551,3.25
2023-05-18,5.06,,2.87333,2.49466,2.61607,2.33332,3.100219149,,,2.68351983,2.98
2023-05-19,5.06,,2.86032,2.3671,2.61402,2.3669,3.215238512,,,2.684715702,3.28
2023-05-20,5.06,,2.82784,2.34188,2.57789,2.37174,3.189460166,,,2.661762033,3.02
2023-05-21,5.06,,2.56738,2.25909,2.59098,2.37016,3.03507711,,,2.564537422,3.26
2023-05-22,5.06,,2.59503,1.94221,2.60261,2.50925,2.974768907,,,2.524773781,3.48
2023-05-23,5.06,,2.57804,2.07587,2.60909,2.53152,2.988379455,,,2.556579891,3.07
2023-05-24,5.06,,2.52713,2.08023,2.53176,2.58817,2.963234691,,,2.538104938,3.23
2023-05-25,5.06,,2.67906,2.09099,2.51048,3.2201,2.985311798,,,2.69718836,3.25
2023-05-26,5.06,,2.69386,2.16583,2.5239,2.74083,3.06574611,,,2.638033222,2.89
2023-05-27,5.06,,2.63785,2.21519,2.53971,2.6259,3.052980565,,,2.614326113,2.76
2023-05-28,5.06,,2.56255,2.4855,2.58672,2.64295,2.934570738,,,2.642458148,2.73
2023-05-29,5.06,,2.50766,2.64181,2.58367,2.59016,2.906024391,,,2.645864878,2.92
2023-05-30,5.06,,2.55428,2.74738,2.58825,2.64724,2.924014469,,,2.692232894,3.33
2023-05-31,5.06,,2.61754,2.69628,2.59263,2.70729,2.99622498,,,2.721992996,3.84
2023-06-01,5.08,,2.54527,2.60473,2.58881,2.71476,2.948048161,,,2.680323632,2.94
2023-06-02,5.08,,2.68022,2.57925,2.64522,2.74096,2.97098445,,,2.72332689,3.14
2023-06-03,5.08,,2.65964,2.53927,2.64363,2.7412,3.053914526,,,2.727530905,3.46
2023-06-04,5.08,,2.63152,2.65139,2.65067,2.77032,3.011608697,,,2.743101739,2.75
2023-06-05,5.08,,2.68062,2.73641,2.63183,3.06042,3.048240551,,,2.83150411,2.82
2023-06-06,5.08,,2.50906,2.45771,2.52194,4.9884,3.113934831,,,3.118208966,3.25
2023-06-07,5.08,,2.66477,2.40535,2.5264,3.67871,2.978156481,,,2.850677296,4.64
2023-06-08,5.08,,2.66465,2.46421,2.33164,3.0685,3.050671568,,,2.715934314,5.08
2023-06-09,5.08,,2.64497,1.99946,2.37897,3.06362,3.007307852,,,2.61886557,4.50
2023-06-10,5.08,,2.45745,1.92369,2.22959,3.09334,2.984270079,,,2.537668016,3.91
2023-06-11,5.08,,2.44286,1.87139,2.23413,3.08965,2.853911133,,,2.498388227,2.48
2023-06-12,5.08,,2.50465,1.62375,2.07054,2.95498,2.860127423,,,2.402809485,2.53
2023-06-13,5.08,,2.55296,1.80093,2.06394,2.89621,2.913438144,,,2.445495629,4.93
2023-06-14,5.08,,2.5995,1.80746,2.0556,2.89757,3.005869487,,,2.473199897,6.64
2023-06-15,5.08,,3.6348,2.04875,3.0301,3.02704,5.818021311,,,3.511742262,12.26
2023-06-16,5.08,,3.04366,2.39642,2.00538,3.0337,4.153139206,,,2.926459841,11.51
2023-06-17,5.08,,3.18428,2.43941,2.20886,3.03286,6.133321476,,,3.399746295,6.82
2023-06-18,5.08,,3.15587,2.33783,2.21715,2.98277,3.488170411,,,2.836358082,5.63
2023-06-19,5.08,,2.95382,2.32112,2.29761,5.22953,3.332128086,,,3.226841617,5.81
2023-06-20,5.08,,2.82682,2.486,2.30192,4.41977,3.216692539,,,3.050240508,5.94
2023-06-21,5.08,,2.89662,2.68118,2.38647,6.34822,3.241642179,,,3.510826436,6.12
2023-06-22,5.08,,3.00893,2.66741,2.17144,6.96762,3.267643001,,,3.6166086,5.82
2023-06-23,5.08,,3.10753,2.98807,2.25722,3.15095,3.419812308,,,2.984716462,5.98
2023-06-24,5.08,,3.09479,2.78457,2.26279,3.14661,3.429870704,,,2.943726141,6.00
2023-06-25,5.08,,3.06939,2.56143,2.38503,3.18464,3.407283399,,,2.92155468,5.96
2023-06-26,5.08,,3.03633,2.34108,2.61569,3.33,3.356850329,,,2.935990066,5.90
2023-06-27,5.08,,2.94152,2.39418,2.86914,3.01304,3.335525715,,,2.910681143,5.99
2023-06-28,5.08,,2.83972,2.45372,2.86624,3.04298,3.250654445,,,2.890662889,6.03
2023-06-29,5.08,,2.68993,2.32131,3.01593,3.02576,3.157443311,,,2.842074662,6.15
2023-06-30,5.08,,2.62875,2.4759,3.05372,3.10361,3.00802185,,,2.85400037,6.74
2023-07-01,5.12,,2.65967,2.74757,2.98756,3.09252,3.025532849,,,2.90257057,6.38
2023-07-02,5.12,,2.65572,2.75733,3.20395,3.10573,3.047483479,,,2.954042696,5.85
2023-07-03,5.12,,2.79487,2.68513,3.36105,3.19442,3.062737097,,,3.019641419,6.05
2023-07-04,5.12,,2.91568,2.65132,3.31867,3.19389,3.202012589,,,3.056314518,6.11
2023-07-05,5.12,,2.81451,2.60205,3.41641,7.01587,3.205743282,,,3.810916656,5.93
2023-07-06,5.12,,2.79553,2.6399,3.41402,5.85018,3.169952031,,,3.573916406,5.92
2023-07-07,5.12,,2.78157,2.65178,3.37357,5.90656,3.157211038,,,3.574138208,6.06
2023-07-08,5.12,,2.81414,2.53729,3.2078,5.21867,3.170347598,,,3.38964952,6.16
2023-07-09,5.12,,2.79959,2.48533,3.32872,4.74246,3.17200842,,,3.305621684,5.99
2023-07-10,5.12,,2.64288,2.48802,3.30913,5.28828,3.104518222,,,3.366565644,5.94
2023-07-11,5.12,,2.6591,2.6824,3.3823,3.81639,3.075808485,,,3.123199697,6.20
2023-07-12,5.12,,2.51525,2.75476,3.43531,3.99959,3.02674231,,,3.146330462,6.03
2023-07-13,5.12,,2.82378,2.81057,3.66555,5.19799,3.090648501,,,3.5177077,6.14
2023-07-14,5.12,,3.09938,2.66779,4.36935,5.56838,3.847398145,,,3.910459629,8.13
2023-07-15,5.12,,3.02928,2.66828,3.60326,4.40139,3.435401219,,,3.427522244,6.16
2023-07-16,5.12,,2.94899,2.81608,3.25813,6.2049,3.34028049,,,3.713676098,6.10
2023-07-17,5.12,,3.07872,2.831,3.32252,5.84152,3.384015985,,,3.691555197,3.65
2023-07-18,5.12,,3.10823,2.73991,3.35749,4.36947,3.816092227,,,3.478238445,2.91
2023-07-19,5.12,,3.37548,4.84135,3.06958,4.00836,3.506362094,,,3.760226419,2.92
2023-07-20,5.12,,3.04737,4.22935,3.12062,3.87715,3.51993292,,,3.558884584,4.34
2023-07-21,5.12,,2.87258,2.60084,3.07483,5.55439,3.350244949,,,3.49057699,3.38
2023-07-22,5.12,,2.88333,2.6102,3.11218,5.065,3.278874326,,,3.389916865,3.37
2023-07-23,5.12,,2.71814,2.615,3.10328,4.18293,3.154934821,,,3.154856964,2.78
2023-07-24,5.12,,2.67954,2.67061,2.96044,4.21358,3.121755385,,,3.129185077,3.29
2023-07-25,5.12,,2.62749,2.79341,2.77834,4.31756,3.070290282,,,3.117418056,4.35
2023-07-26,5.12,,2.63112,2.79643,2.87438,4.40751,3.058643205,,,3.153616641,4.10
2023-07-27,5.12,,2.59065,2.78471,2.89811,3.91434,3.020182522,,,3.041598504,2.82
2023-07-28,5.12,,2.67121,2.78318,2.95776,3.62436,3.052312696,,,3.017764539,2.92
2023-07-29,5.12,,2.66641,2.78276,2.99341,3.65168,3.09366375,,,3.03758475,2.81
2023-07-30,5.12,,12.0979,56.67768,3.04913,3.72782,7.435555396,,,16.59761708,3.16
2023-07-31,5.12,,43.01992,16.82771,3.1026,6.28462,28.26313538,,,19.49959708,3.80
2023-08-01,5.33,,12.56256,7.20894,8.87443,5.21466,19.3660414,,,10.64532628,4.60
2023-08-02,5.33,,9.13328,14.04924,4.24164,7.18555,13.04154436,,,9.530250871,5.26
2023-08-03,5.33,,9.75625,8.89763,4.50092,7.5246,12.27951656,,,8.591783312,5.57
2023-08-04,5.33,,8.18933,9.4154,4.2175,6.72121,8.671413945,,,7.442970789,7.48
2023-08-05,5.33,,6.52428,2.80106,4.00525,6.98506,7.586914487,,,5.580512897,7.35
2023-08-06,5.33,,5.94006,4.92496,4.67276,6.26477,9.235462157,,,6.207602431,6.50
2023-08-07,5.33,,3.12782,2.78385,3.42093,6.43607,7.100050591,,,4.573744118,9.85
2023-08-08,5.33,,3.05493,5.76423,3.81571,5.55231,6.143892316,,,4.866214463,4.86
2023-08-09,5.33,,8.75659,8.88313,3.75756,5.62753,6.186132895,,,6.642188579,4.35
2023-08-10,5.33,,8.70213,7.24695,4.02695,7.15316,7.388539034,,,6.903545807,4.85
2023-08-11,5.33,,12.37247,9.70942,3.96407,6.14014,14.77265836,,,9.391751672,6.21
2023-08-12,5.33,,3.00995,5.32779,4.03353,5.27398,5.041336572,,,4.537317314,5.72
2023-08-13,5.33,,3.03639,7.25604,3.76099,4.9906,3.375779554,,,4.483959911,4.99
2023-08-14,5.33,,5.05975,10.31724,6.47827,5.46348,6.285510218,,,6.720850044,6.17
2023-08-15,5.33,,5.14338,7.39845,6.28854,5.12657,7.248240037,,,6.241036007,6.21
2023-08-16,5.33,,2.94388,2.83123,6.07766,4.35597,5.634439297,,,4.368635859,5.61
2023-08-17,5.33,,2.94242,2.77324,3.53826,3.26587,3.561189567,,,3.216195913,5.97
2023-08-18,5.33,,2.92347,2.6423,3.15647,3.31962,3.13359121,,,3.035090242,5.18
2023-08-19,5.33,,2.96983,2.6126,3.17602,3.33103,3.32764946,,,3.083425892,4.65
2023-08-20,5.33,,3.00947,2.82929,3.16666,3.34962,3.369252811,,,3.144858562,4.26
2023-08-21,5.33,,3.03452,2.67641,3.02271,3.50797,3.416352999,,,3.1315926,5.15
2023-08-22,5.33,,3.07223,2.28683,3.20864,3.47659,3.437200594,,,3.096298119,6.23
2023-08-23,5.33,,3.08259,2.38591,3.31051,3.47289,3.441421275,,,3.138664255,4.61
2023-08-24,5.33,,2.97459,2.40177,3.32873,3.30336,3.403408387,,,3.082371677,3.75
2023-08-25,5.33,,3.01072,2.58032,3.32175,3.29531,3.394304263,,,3.120480853,3.60
2023-08-26,5.33,,3.06202,2.61847,3.22729,3.33583,3.415951158,,,3.131912232,3.59
2023-08-27,5.33,,2.97808,2.72511,3.22538,3.34174,3.413215682,,,3.136705136,3.71
2023-08-28,5.33,,3.04563,2.87064,3.21756,3.3368,3.900598429,,,3.274245686,3.69
2023-08-29,5.33,,9.06966,2.72461,3.36077,3.46661,6.327915992,,,4.989913198,3.59
2023-08-30,5.33,,5.09418,2.83306,3.38952,3.47156,6.697682216,,,4.297200443,3.63
2023-08-31,5.33,,4.23183,2.76312,3.37585,3.47871,4.745245553,,,3.718951111,3.52
2023-09-01,5.33,,5.04011,2.70237,3.35431,3.49978,3.859880463,,,3.691290093,3.60
2023-09-02,5.33,,,2.70516,3.47737,3.49981,3.520484686,,,3.300706171,3.64
2023-09-03,5.33,,,2.79009,3.48471,3.50066,6.614377508,,,4.097459377,3.78
2023-09-04,5.33,,3.29091,2.7805,3.54411,3.53722,3.711358908,,,3.372819782,3.68
2023-09-05,5.33,,2.96307,7.55309,3.52402,3.46827,3.812112772,,,4.264112554,3.64
2023-09-06,5.33,,3.00898,2.80591,3.42805,3.64767,3.383029196,,,3.254727839,3.62
2023-09-07,5.33,,2.89643,2.75692,3.41712,3.63626,3.343546953,,,3.210055391,3.68
2023-09-08,5.33,,2.89921,2.80338,3.22213,3.60166,3.291300626,,,3.163536125,3.81
2023-09-09,5.33,,2.91819,2.80323,3.20985,3.5896,3.313932173,,,3.166960435,3.76
2023-09-10,5.33,,2.92435,2.90461,3.19086,3.58191,3.310136464,,,3.182373293,5.60
2023-09-11,5.33,,2.84309,3.23475,3.12108,3.61779,3.262447431,,,3.215831486,4.49
2023-09-12,5.33,,2.86025,2.83438,3.13548,3.61232,3.312797163,,,3.151045433,4.56
2023-09-13,5.33,,3.7699,4.13236,3.15262,3.59041,3.625905405,,,3.654239081,6.14
2023-09-14,5.33,,2.92065,2.80957,3.15782,3.5542,3.515885832,,,3.191625166,3.67
2023-09-15,5.33,,5.10059,4.62803,3.19629,3.58588,3.771749951,,,4.05650799,3.70
2023-09-16,5.33,,2.93818,3.22763,3.1838,5.14073,4.581776694,,,3.814423339,3.65
2023-09-17,5.33,,3.86363,2.83316,3.17833,4.32544,4.360142649,,,3.71214053,3.57
2023-09-18,5.33,,4.26435,4.77091,2.45074,4.29892,5.64210024,,,4.285404048,3.59
2023-09-19,5.33,,2.92156,3.09828,2.49904,4.05478,3.525609068,,,3.219853814,3.62
2023-09-20,5.33,,2.86547,2.82188,2.39068,4.11388,3.32719589,,,3.103821178,3.75
2023-09-21,5.33,,2.8665,4.2466,2.51654,4.13256,3.315418264,,,3.415523653,3.89
2023-09-22,5.33,,2.87806,4.72936,2.44606,4.08191,3.323274508,,,3.491732902,3.91
2023-09-23,5.33,,2.92676,4.90598,2.44456,4.04208,3.356858916,,,3.535247783,3.90
2023-09-24,5.33,,6.11361,2.84161,2.53476,4.06938,4.676196847,,,4.047111369,3.83
2023-09-25,5.33,,4.98431,3.97532,2.62217,4.12959,5.347784545,,,4.211834909,3.89
2023-09-26,5.33,,5.55119,3.25835,2.74022,4.36463,5.582780178,,,4.299434036,4.16
2023-09-27,5.33,,4.36091,2.8325,2.52868,4.28081,6.283486514,,,4.057277303,3.67
2023-09-28,5.33,,5.14681,3.18343,2.75614,4.25955,7.240527957,,,4.517291591,3.56
2023-09-29,5.33,,2.93815,8.85944,2.71984,4.32136,4.785872813,,,4.724932563,3.68
2023-09-30,5.33,,6.81482,2.82806,2.76117,4.26941,7.764186167,,,4.887529233,5.22
2023-10-01,5.33,,3.62748,2.73795,2.59507,4.22503,4.881133082,,,3.613332616,7.64
2023-10-02,5.33,,3.72469,8.28157,5.53897,4.27526,3.868449455,,,5.137787891,6.26
2023-10-03,5.33,,2.83634,2.79267,2.76922,4.17535,3.383470656,,,3.191410131,6.82
2023-10-04,5.33,,8.86871,2.71868,2.75719,4.23774,5.48615926,,,4.813695852,6.71
2023-10-05,5.33,,4.97785,3.89075,2.75558,4.2334,5.89532093,,,4.350580186,7.06
2023-10-06,5.33,,3.71613,4.6299,2.76484,4.17565,5.090131437,,,4.075330287,7.26
2023-10-07,5.33,,5.38889,2.83298,2.75837,4.154,6.855824781,,,4.398012956,7.01
2023-10-08,5.33,,6.2701,2.77481,3.95897,4.11905,7.033613787,,,4.831308757,6.91
2023-10-09,5.33,,3.72168,3.77325,2.589,4.25078,3.83343503,,,3.633629006,7.07
2023-10-10,5.33,,5.23163,3.63362,5.62245,4.30362,5.10981127,,,4.780226254,8.10
2023-10-11,5.33,,2.91784,3.48396,2.54112,4.28764,5.036019937,,,3.653315987,8.16
2023-10-12,5.33,,2.93768,3.82446,2.54045,4.31584,4.112755108,,,3.546237022,6.28
2023-10-13,5.33,,2.9184,2.81137,2.55995,4.33139,3.960144061,,,3.316250812,6.18
2023-10-14,5.33,,3.2532,2.81725,2.56509,4.29571,3.430314315,,,3.272312863,6.71
2023-10-15,5.33,,2.89856,5.89278,2.57093,4.32364,3.407860279,,,3.818754056,5.63
2023-10-16,5.33,,3.05175,4.32943,2.64236,4.33435,3.375411754,,,3.546660351,7.19
2023-10-17,5.33,,2.89012,4.08438,2.58861,4.70435,3.991944144,,,3.651880829,3.17
2023-10-18,5.33,,5.71769,2.78451,2.64614,8.01175,4.073372593,,,4.646692519,2.79
2023-10-19,5.33,,2.902,2.81437,2.17473,4.26207,5.48321723,,,3.527277446,3.00
2023-10-20,5.33,,5.59214,2.77938,2.88738,4.28283,4.703254693,,,4.048996939,2.37
2023-10-21,5.33,,2.9146,2.76156,2.09315,4.42416,3.826449613,,,3.203983923,1.99
2023-10-22,5.33,,2.82897,3.31516,2.10705,4.88301,3.297726156,,,3.286383231,1.91
2023-10-23,5.33,,2.90104,4.45294,2.10264,7.3486,5.274605641,,,4.415965128,3.24
2023-10-24,5.33,,6.65995,7.9646,2.21509,4.89467,5.370699026,,,5.421001805,11.44
2023-10-25,5.33,,5.47026,2.74216,2.02105,10.2211,7.990834096,,,5.689080819,12.93
2023-10-26,5.33,,5.92939,3.53203,4.02282,8.18706,7.10299536,,,5.754859072,12.78
2023-10-27,5.33,,5.08572,4.43746,7.4471,4.93697,6.5829797,,,5.69804594,11.90
2023-10-28,5.33,,5.52864,6.72077,2.90926,4.43934,8.782180805,,,5.676038161,12.56
2023-10-29,5.33,,6.3161,4.87063,2.9963,4.30598,5.936497358,,,4.885101472,14.95
2023-10-30,5.33,,8.14569,3.19558,4.15242,5.52184,9.854051347,,,6.173916269,11.26
2023-10-31,5.33,,2.83348,2.79434,4.15329,6.53613,3.81326985,,,4.02610197,11.52
2023-11-01,5.33,,4.30966,6.6754,4.27783,6.0845,7.41218785,,,5.75191557,12.50
2023-11-02,5.33,,5.39684,6.41853,3.78736,4.86855,6.226854341,,,5.339626868,8.01
2023-11-03,5.33,,6.02253,4.6331,3.90757,6.3498,7.413900741,,,5.665380148,11.08
2023-11-04,5.33,,4.90826,5.90003,4.08401,5.04704,9.151687542,,,5.818205508,10.11
2023-11-05,5.33,,4.90826,6.06825,4.0478,4.60392,,,,4.9070575,8.80
2023-11-06,5.33,,4.90826,2.71536,5.31236,6.06147,,,,4.7493625,9.83
2023-11-07,5.33,,4.90826,5.90421,5.61406,6.80624,,,,5.8081925,5.37
2023-11-08,5.33,,4.90826,5.00471,6.35831,5.89955,,,,5.5427075,4.67
2023-11-09,5.33,,4.90826,7.25017,3.94705,6.74321,,,,5.7121725,9.24
2023-11-10,5.33,,4.90826,2.82082,4.00415,7.47272,,,,4.8014875,9.35
2023-11-11,5.33,,4.90826,3.39426,2.15265,7.78082,,,,4.5589975,7.67
2023-11-12,5.33,,4.90826,2.74154,1.7595,6.23898,,,,3.91207,9.24
2023-11-13,5.33,,14.5875,16.76569,2.3325,6.69165,15.02684481,,,11.08083696,8.59
2023-11-14,5.33,,12.80022,11.06458,10.60387,4.44351,12.99557692,,,10.38155138,9.61
2023-11-15,5.33,,7.37034,8.3249,10.93093,7.55961,10.62571013,,,8.962298027,9.06
