,date,BTC_USD_Price,AGG_Volume,GBTC_Price,GBTC_Volume,BTC_Price,BTC_Volume,IBIT_Price,IBIT_Volume,FBTC_Price,FBTC_Volume,ARKB_Price,ARKB_Volume,BITB_Price,BITB_Volume,BTCO_Price,BTCO_Volume,HODL_Price,HODL_Volume,BRRR_Price,BRRR_Volume,EZBC_Price,EZBC_Volume,BTCW_Price,BTCW_Volume
2018-01-11 00:00:00+00:00,2018-01-11 00:00:00+00:00,13405.7998046875,229897466.72554016,18.769285202026367,229897466.72554016,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-12 00:00:00+00:00,2018-01-12 00:00:00+00:00,13980.599609375,184589000.17871857,21.648351669311523,184589000.17871857,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-13 00:00:00+00:00,2018-01-13 00:00:00+00:00,14360.2001953125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-14 00:00:00+00:00,2018-01-14 00:00:00+00:00,13772.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-15 00:00:00+00:00,2018-01-15 00:00:00+00:00,13819.7998046875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-16 00:00:00+00:00,2018-01-16 00:00:00+00:00,11490.5,191828002.95066833,19.076923370361328,191828002.95066833,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-17 00:00:00+00:00,2018-01-17 00:00:00+00:00,11188.599609375,281391994.4229126,17.9780216217041,281391994.4229126,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-18 00:00:00+00:00,2018-01-18 00:00:00+00:00,11474.900390625,175486499.27902222,20.406593322753906,175486499.27902222,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-19 00:00:00+00:00,2018-01-19 00:00:00+00:00,11607.400390625,131187829.87213135,19.42890167236328,131187829.87213135,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-20 00:00:00+00:00,2018-01-20 00:00:00+00:00,12899.2001953125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-21 00:00:00+00:00,2018-01-21 00:00:00+00:00,11600.099609375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-22 00:00:00+00:00,2018-01-22 00:00:00+00:00,10931.400390625,83962804.17938232,18.52747344970703,83962804.17938232,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-23 00:00:00+00:00,2018-01-23 00:00:00+00:00,10868.400390625,98497944.06967163,18.16098976135254,98497944.06967163,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-24 00:00:00+00:00,2018-01-24 00:00:00+00:00,11359.400390625,58117739.50881958,18.352197647094727,58117739.50881958,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-25 00:00:00+00:00,2018-01-25 00:00:00+00:00,11259.400390625,43641499.505996704,18.516483306884766,43641499.505996704,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-26 00:00:00+00:00,2018-01-26 00:00:00+00:00,11171.400390625,52969000.85983276,18.076923370361328,52969000.85983276,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-27 00:00:00+00:00,2018-01-27 00:00:00+00:00,11440.7001953125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-28 00:00:00+00:00,2018-01-28 00:00:00+00:00,11786.2998046875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-29 00:00:00+00:00,2018-01-29 00:00:00+00:00,11296.400390625,92329443.0557251,19.139999389648438,92329443.0557251,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-30 00:00:00+00:00,2018-01-30 00:00:00+00:00,10106.2998046875,88632119.15855408,17.510000228881836,88632119.15855408,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-01-31 00:00:00+00:00,2018-01-31 00:00:00+00:00,10221.099609375,131903873.29101562,15.59000015258789,131903873.29101562,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-01 00:00:00+00:00,2018-02-01 00:00:00+00:00,9170.5400390625,168354682.5911522,13.109999656677246,168354682.5911522,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-02 00:00:00+00:00,2018-02-02 00:00:00+00:00,8830.75,122443200.0,12.0,122443200.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-03 00:00:00+00:00,2018-02-03 00:00:00+00:00,9174.91015625,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-04 00:00:00+00:00,2018-02-04 00:00:00+00:00,8277.009765625,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-05 00:00:00+00:00,2018-02-05 00:00:00+00:00,6955.27001953125,122266292.3204422,10.050000190734863,122266292.3204422,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-06 00:00:00+00:00,2018-02-06 00:00:00+00:00,7754.0,115837103.94859314,12.3100004196167,115837103.94859314,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-07 00:00:00+00:00,2018-02-07 00:00:00+00:00,7621.2998046875,134444009.87911224,13.6899995803833,134444009.87911224,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-08 00:00:00+00:00,2018-02-08 00:00:00+00:00,8265.58984375,72677154.90951538,13.944999694824219,72677154.90951538,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-09 00:00:00+00:00,2018-02-09 00:00:00+00:00,8736.98046875,56472354.60090637,14.34000015258789,56472354.60090637,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-10 00:00:00+00:00,2018-02-10 00:00:00+00:00,8621.900390625,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-11 00:00:00+00:00,2018-02-11 00:00:00+00:00,8129.97021484375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-12 00:00:00+00:00,2018-02-12 00:00:00+00:00,8926.5703125,62037639.52255249,14.869999885559082,62037639.52255249,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-13 00:00:00+00:00,2018-02-13 00:00:00+00:00,8598.3095703125,33343069.795513153,14.390000343322754,33343069.795513153,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-14 00:00:00+00:00,2018-02-14 00:00:00+00:00,9494.6298828125,106577235.46218872,16.440000534057617,106577235.46218872,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-15 00:00:00+00:00,2018-02-15 00:00:00+00:00,10166.400390625,168054506.49719238,18.639999389648438,168054506.49719238,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-16 00:00:00+00:00,2018-02-16 00:00:00+00:00,10233.900390625,122034289.57271576,17.760000228881836,122034289.57271576,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-17 00:00:00+00:00,2018-02-17 00:00:00+00:00,11112.7001953125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-18 00:00:00+00:00,2018-02-18 00:00:00+00:00,10551.7998046875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-19 00:00:00+00:00,2018-02-19 00:00:00+00:00,11225.2998046875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-20 00:00:00+00:00,2018-02-20 00:00:00+00:00,11403.7001953125,138316805.4162979,19.989999771118164,138316805.4162979,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-21 00:00:00+00:00,2018-02-21 00:00:00+00:00,10690.400390625,106509899.63989258,17.860000610351562,106509899.63989258,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-22 00:00:00+00:00,2018-02-22 00:00:00+00:00,10005.0,112414788.50688934,16.920000076293945,112414788.50688934,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-23 00:00:00+00:00,2018-02-23 00:00:00+00:00,10301.099609375,80202037.73345947,17.209999084472656,80202037.73345947,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-24 00:00:00+00:00,2018-02-24 00:00:00+00:00,9813.0703125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-25 00:00:00+00:00,2018-02-25 00:00:00+00:00,9664.73046875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-26 00:00:00+00:00,2018-02-26 00:00:00+00:00,10366.7001953125,71768266.77093506,17.81999969482422,71768266.77093506,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-27 00:00:00+00:00,2018-02-27 00:00:00+00:00,10725.599609375,63648983.4651947,18.15999984741211,63648983.4651947,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-02-28 00:00:00+00:00,2018-02-28 00:00:00+00:00,10397.900390625,36168154.84523773,17.829999923706055,36168154.84523773,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-01 00:00:00+00:00,2018-03-01 00:00:00+00:00,10951.0,36860650.7768631,18.100000381469727,36860650.7768631,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-02 00:00:00+00:00,2018-03-02 00:00:00+00:00,11086.400390625,35978400.0,18.0,35978400.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-03 00:00:00+00:00,2018-03-03 00:00:00+00:00,11489.7001953125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-04 00:00:00+00:00,2018-03-04 00:00:00+00:00,11512.599609375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-05 00:00:00+00:00,2018-03-05 00:00:00+00:00,11573.2998046875,58493092.918395996,18.610000610351562,58493092.918395996,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-06 00:00:00+00:00,2018-03-06 00:00:00+00:00,10779.900390625,67181399.40261841,17.15999984741211,67181399.40261841,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-07 00:00:00+00:00,2018-03-07 00:00:00+00:00,9965.5703125,123571590.20309448,15.739999771118164,123571590.20309448,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-08 00:00:00+00:00,2018-03-08 00:00:00+00:00,9395.009765625,75306454.90493774,15.739999771118164,75306454.90493774,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-09 00:00:00+00:00,2018-03-09 00:00:00+00:00,9337.5498046875,65389377.001571655,14.989999771118164,65389377.001571655,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-10 00:00:00+00:00,2018-03-10 00:00:00+00:00,8866.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-11 00:00:00+00:00,2018-03-11 00:00:00+00:00,9578.6298828125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-12 00:00:00+00:00,2018-03-12 00:00:00+00:00,9205.1201171875,46777695.529174805,15.15999984741211,46777695.529174805,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-13 00:00:00+00:00,2018-03-13 00:00:00+00:00,9194.849609375,38592480.49736023,14.800000190734863,38592480.49736023,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-14 00:00:00+00:00,2018-03-14 00:00:00+00:00,8269.8095703125,73088358.17642212,13.305000305175781,73088358.17642212,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-15 00:00:00+00:00,2018-03-15 00:00:00+00:00,8300.8603515625,53363516.15123749,13.460000038146973,53363516.15123749,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-16 00:00:00+00:00,2018-03-16 00:00:00+00:00,8338.349609375,50024140.39077759,14.229999542236328,50024140.39077759,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-17 00:00:00+00:00,2018-03-17 00:00:00+00:00,7916.8798828125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-18 00:00:00+00:00,2018-03-18 00:00:00+00:00,8223.6796875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-19 00:00:00+00:00,2018-03-19 00:00:00+00:00,8630.650390625,44387681.24504089,13.600000381469727,44387681.24504089,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-20 00:00:00+00:00,2018-03-20 00:00:00+00:00,8913.4697265625,50732081.325531006,14.600000381469727,50732081.325531006,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-21 00:00:00+00:00,2018-03-21 00:00:00+00:00,8929.2802734375,59649000.0,14.75,59649000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-22 00:00:00+00:00,2018-03-22 00:00:00+00:00,8728.4697265625,33312987.36076355,14.09000015258789,33312987.36076355,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-23 00:00:00+00:00,2018-03-23 00:00:00+00:00,8879.6201171875,31818052.61926651,13.720000267028809,31818052.61926651,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-24 00:00:00+00:00,2018-03-24 00:00:00+00:00,8668.1201171875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-25 00:00:00+00:00,2018-03-25 00:00:00+00:00,8495.7802734375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-26 00:00:00+00:00,2018-03-26 00:00:00+00:00,8209.400390625,53769038.53607178,12.609999656677246,53769038.53607178,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-27 00:00:00+00:00,2018-03-27 00:00:00+00:00,7833.0400390625,49167079.21524048,11.949999809265137,49167079.21524048,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-28 00:00:00+00:00,2018-03-28 00:00:00+00:00,7954.47998046875,43832950.96235275,11.279999732971191,43832950.96235275,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-29 00:00:00+00:00,2018-03-29 00:00:00+00:00,7165.7001953125,54856404.80308533,10.489999771118164,54856404.80308533,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-30 00:00:00+00:00,2018-03-30 00:00:00+00:00,6890.52001953125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-03-31 00:00:00+00:00,2018-03-31 00:00:00+00:00,6973.52978515625,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,6844.22998046875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-02 00:00:00+00:00,2018-04-02 00:00:00+00:00,7083.7998046875,37667776.58748627,11.1899995803833,37667776.58748627,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-03 00:00:00+00:00,2018-04-03 00:00:00+00:00,7456.10986328125,48258763.29059601,12.670000076293945,48258763.29059601,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-04 00:00:00+00:00,2018-04-04 00:00:00+00:00,6853.83984375,38374007.605075836,11.119999885559082,38374007.605075836,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-05 00:00:00+00:00,2018-04-05 00:00:00+00:00,6811.47021484375,36430989.75734711,11.010000228881836,36430989.75734711,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-06 00:00:00+00:00,2018-04-06 00:00:00+00:00,6636.31982421875,30958975.559711456,10.550000190734863,30958975.559711456,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-07 00:00:00+00:00,2018-04-07 00:00:00+00:00,6911.08984375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-08 00:00:00+00:00,2018-04-08 00:00:00+00:00,7023.52001953125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-09 00:00:00+00:00,2018-04-09 00:00:00+00:00,6770.72998046875,22553790.40775299,10.550000190734863,22553790.40775299,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-10 00:00:00+00:00,2018-04-10 00:00:00+00:00,6834.759765625,25629370.442390442,11.050000190734863,25629370.442390442,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-11 00:00:00+00:00,2018-04-11 00:00:00+00:00,6968.31982421875,25424754.986190796,11.479999542236328,25424754.986190796,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-12 00:00:00+00:00,2018-04-12 00:00:00+00:00,7889.25,53958526.02081299,12.479999542236328,53958526.02081299,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-13 00:00:00+00:00,2018-04-13 00:00:00+00:00,7895.9599609375,62133866.10374451,13.520000457763672,62133866.10374451,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-14 00:00:00+00:00,2018-04-14 00:00:00+00:00,7986.240234375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-15 00:00:00+00:00,2018-04-15 00:00:00+00:00,8329.1103515625,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-16 00:00:00+00:00,2018-04-16 00:00:00+00:00,8058.669921875,32695626.75704956,13.180000305175781,32695626.75704956,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-17 00:00:00+00:00,2018-04-17 00:00:00+00:00,7902.08984375,38989181.95724487,12.430000305175781,38989181.95724487,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-18 00:00:00+00:00,2018-04-18 00:00:00+00:00,8163.419921875,28262103.511428833,13.239999771118164,28262103.511428833,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-19 00:00:00+00:00,2018-04-19 00:00:00+00:00,8294.3095703125,34344764.04018402,13.649999618530273,34344764.04018402,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-20 00:00:00+00:00,2018-04-20 00:00:00+00:00,8845.830078125,60292486.54880524,14.850000381469727,60292486.54880524,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-21 00:00:00+00:00,2018-04-21 00:00:00+00:00,8895.580078125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-22 00:00:00+00:00,2018-04-22 00:00:00+00:00,8802.4599609375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-23 00:00:00+00:00,2018-04-23 00:00:00+00:00,8930.8798828125,45852175.0,15.25,45852175.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-24 00:00:00+00:00,2018-04-24 00:00:00+00:00,9697.5,94772755.28812408,16.8799991607666,94772755.28812408,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-25 00:00:00+00:00,2018-04-25 00:00:00+00:00,8845.740234375,105110233.87145996,15.069999694824219,105110233.87145996,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-26 00:00:00+00:00,2018-04-26 00:00:00+00:00,9281.509765625,46186616.14780426,15.350000381469727,46186616.14780426,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-27 00:00:00+00:00,2018-04-27 00:00:00+00:00,8987.0498046875,51064750.0,15.5,51064750.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-28 00:00:00+00:00,2018-04-28 00:00:00+00:00,9348.48046875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-29 00:00:00+00:00,2018-04-29 00:00:00+00:00,9419.080078125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-04-30 00:00:00+00:00,2018-04-30 00:00:00+00:00,9240.5498046875,37230065.89603424,15.850000381469727,37230065.89603424,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-05-01 00:00:00+00:00,2018-05-01 00:00:00+00:00,9119.009765625,38170204.927921295,14.9399995803833,38170204.927921295,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-05-02 00:00:00+00:00,2018-05-02 00:00:00+00:00,9235.919921875,30147831.123924255,14.4399995803833,30147831.123924255,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2018-05-03 00:00:00+00:00,2018-05-03 00:00:00+00:00,9743.8603515625,58583839.26486969,15.199999809265137,58583839.26486969,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
