t,total_borrow,total_tvl,utilisation,total_borrow_7dma,total_tvl_7dma,utilisation_7dma
2024-09-17,13867311248,30208295307,0.459056398,13557742274,30767725256,0.440711921
2024-09-18,14034063596,31024830305,0.452349407,13680140793,30860667171,0.443357462
2024-09-19,14066920182,30895374928,0.455308285,13787316089,30951464014,0.445533113
2024-09-20,14431253587,31999233394,0.450987479,13936646943,31157418949,0.447380373
2024-09-21,14413128204,32710421749,0.440628015,14031339845,31313419478,0.448201246
2024-09-22,14521286526,32877123525,0.441683608,14142399091,31520224506,0.448828582
2024-09-23,14516091512,32672941057,0.444284813,14264293551,31769745752,0.449185429
2024-09-24,15188540727,33107420453,0.458765453,14453040619,32183906487,0.449143866
2024-09-25,15346733208,33503451662,0.458064243,14640564849,32537995253,0.449960271
2024-09-26,15203089920,32899562565,0.462106142,14802874812,32824307772,0.450931393
2024-09-27,15243997399,33828345491,0.450627933,14918981071,33085609500,0.450880029
2024-09-28,15451699452,34253526644,0.451098061,15067348392,33306053057,0.45237575
2024-09-29,15470288436,33932962312,0.455907395,15202920093,33456887169,0.45440772
2024-09-30,15481295485,33992621715,0.455431053,15340806375,33645412977,0.45600004
2024-10-01,15384006367,33218001570,0.463122573,15368730038,33661210280,0.456622485
2024-10-02,14835913070,31687309574,0.468197309,15295755733,33401761410,0.458070066
2024-10-03,14590595998,30791364430,0.473853506,15208256601,33100590248,0.459748261
2024-10-04,14535040957,30999452167,0.468880575,15106977109,32696462630,0.462355782
2024-10-05,14785705026,31697747718,0.466459168,15011835048,32331351355,0.464550225
2024-10-06,14724951190,31408179812,0.468825359,14905358299,31970668141,0.466395649
2024-10-07,14876137285,30915657861,0.481184562,14818907128,31531101876,0.470074722
2024-10-08,15020944517,31263313015,0.480465538,14767041149,31251860654,0.472552288
2024-10-09,7278199305,19924466766,0.36528954,13687367754,29571454538,0.457851178
2024-10-10,7481132261,19351166575,0.386598515,12671730077,27937140559,0.44538618
2024-10-11,7434587061,19180648154,0.38760875,11657379521,26248739986,0.433775919
2024-10-12,7197964465,19984937772,0.360169471,10573416583,24575481422,0.418591677
2024-10-13,7204210728,20206223578,0.356534248,9499025089,22975201960,0.402550089
2024-10-14,7202608130,20137277514,0.357675367,8402806638,21435433339,0.384905919
2024-10-15,7426926790,20773301790,0.357522693,7317946963,19936860307,0.367342655
2024-10-16,15764382611,32595648185,0.48363458,8530258864,21747029081,0.384249089
2024-10-17,15738390458,32767797746,0.480300525,9709867178,23663690677,0.397635091
2024-10-18,15696348991,32228654375,0.487030852,10890118882,25527691566,0.411838248
2024-10-19,16026885760,32520154358,0.492829326,12151393353,27318436792,0.430789656
2024-10-20,16073544454,32531668130,0.494089156,13418441028,29079214585,0.450440357
2024-10-21,16338633848,33137652505,0.493053449,14723587559,30936411013,0.469780083
2024-10-22,16249447612,33028799339,0.49197815,15983947676,32687196377,0.488988005
2024-10-23,16296419757,32960279268,0.494426022,16059952983,32739286532,0.49052964
2024-10-24,15989015237,32228475207,0.496114543,16095756523,32662240455,0.492788785
2024-10-25,16139977567,32784654352,0.492302813,16159132034,32741669023,0.493541923
2024-10-26,15835061795,32304164160,0.490186396,16131728610,32710813280,0.493164361
2024-10-27,15834743316,32518686503,0.486942894,16097614162,32708958762,0.492143467
2024-10-28,15961903703,32364750098,0.493187918,16043795569,32598544132,0.492162676
2024-10-29,16369579366,32927242981,0.497143942,16060957249,32584036081,0.492900647
2024-10-30,16709149821,33727871360,0.495410743,16119918686,32693692094,0.493041321
2024-10-31,16822205777,33941607846,0.495621947,16238945906,32938425329,0.49297095
2024-11-01,16239388689,32707445719,0.496504338,16253147495,32927395524,0.493571168
